x,y,z,s,t,w
20930,24288,32062,19584,31200,37570
32368,16830,36482,8976,19074,37570
33150,15232,36482,8976,17680,37570
7371,15120,16821,33660,36900,37629
33660,15120,36900,7371,16821,37629
8262,5616,9990,36288,36720,37638
36288,5616,36720,8262,9990,37638
8325,30240,31365,21320,37000,37925
21320,30240,37000,8325,31365,37925
21320,4797,21853,30996,31365,37925
30996,4797,31365,21320,21853,37925
4212,3591,5535,37620,37791,38025
37620,3591,37791,4212,5535,38025
5863,8316,10175,36960,37884,38335
8415,5720,10175,36960,37400,38335
15708,19481,25025,29040,34969,38335
24871,2772,25025,29040,29172,38335
29040,19481,34969,15708,25025,38335
29040,2772,29172,24871,25025,38335
36960,8316,37884,5863,10175,38335
36960,5720,37400,8415,10175,38335
3528,36960,37128,10175,38335,38497
10175,36960,38335,3528,37128,38497
16128,30240,34272,17820,35100,38628
17820,30240,35100,16128,34272,38628
9240,17325,19635,33320,37555,38675
9240,15680,18200,34125,37555,38675
20160,13524,24276,30107,33005,38675
30107,13524,33005,20160,24276,38675
33320,17325,37555,9240,19635,38675
34125,15680,37555,9240,18200,38675
15708,26144,30500,23808,35360,38692
23808,26144,35360,15708,30500,38692
21840,4914,22386,31752,32130,38850
31752,4914,32130,21840,22386,38850
11592,5994,13050,36720,37206,38970
36720,5994,37206,11592,13050,38970
8568,5824,10360,37632,38080,39032
37632,5824,38080,8568,10360,39032
10192,17556,20300,33408,37740,39092
33408,17556,37740,10192,20300,39092
7920,7347,10803,37604,38315,39125
37604,7347,38315,7920,10803,39125
23100,20160,30660,24624,31824,39324
24624,20160,31824,23100,30660,39324
8400,36270,37230,13640,38750,39650
13640,36270,38750,8400,37230,39650
16576,31080,35224,18315,36075,39701
18315,31080,36075,16576,35224,39701
8721,5928,10545,38304,38760,39729
38304,5928,38760,8721,10545,39729
22360,5031,22919,32508,32895,39775
32508,5031,32895,22360,22919,39775
9504,17820,20196,34272,38628,39780
9504,16128,18720,35100,38628,39780
34272,17820,38628,9504,20196,39780
35100,16128,38628,9504,18720,39780
4428,30096,30420,25935,39729,39975
16380,28215,32625,23100,36465,39975
16380,19008,25092,31119,36465,39975
23100,28215,36465,16380,32625,39975
25935,30096,39729,4428,30420,39975
31119,19008,36465,16380,25092,39975
11088,22420,25012,31200,38420,39988
31200,22420,38420,11088,25012,39988
20475,23760,31365,24948,34452,40077
24948,23760,34452,20475,31365,40077
8874,6032,10730,38976,39440,40426
19110,22176,29274,27880,35624,40426
19110,18200,26390,30624,35624,40426
27880,22176,35624,19110,29274,40426
30624,18200,35624,19110,26390,40426
38976,6032,39440,8874,10730,40426
22880,5148,23452,33264,33660,40700
33264,5148,33660,22880,23452,40700
17024,31920,36176,18810,37050,40774
18810,31920,37050,17024,36176,40774
9768,18315,20757,35224,39701,40885
9768,16576,19240,36075,39701,40885
35224,18315,39701,9768,20757,40885
36075,16576,39701,9768,19240,40885
9027,6136,10915,39648,40120,41123
39648,6136,40120,9027,10915,41123
12236,6327,13775,38760,39273,41135
38760,6327,39273,12236,13775,41135
23400,5265,23985,34020,34425,41625
34020,5265,34425,23400,23985,41625
8190,16800,18690,37400,41000,41810
37400,16800,41000,8190,18690,41810
6396,9072,11100,40320,41328,41820
9180,6240,11100,40320,40800,41820
17136,21252,27300,31680,38148,41820
27132,3024,27300,31680,31824,41820
31680,21252,38148,17136,27300,41820
31680,3024,31824,27132,27300,41820
40320,9072,41328,6396,11100,41820
40320,6240,40800,9180,11100,41820
17472,32760,37128,19305,38025,41847
19305,32760,38025,17472,37128,41847
10032,18810,21318,36176,40774,41990
10032,17024,19760,37050,40774,41990
36176,18810,40774,10032,21318,41990
37050,17024,40774,10032,19760,41990
23828,11760,26572,32571,34629,42035
32571,11760,34629,23828,26572,42035
4680,3990,6150,41800,41990,42250
41800,3990,41990,4680,6150,42250
2142,7656,7950,41760,42456,42510
41760,7656,42456,2142,7950,42510
9333,6344,11285,40992,41480,42517
40992,6344,41480,9333,11285,42517
23920,5382,24518,34776,35190,42550
34776,5382,35190,23920,24518,42550
9840,6601,11849,40920,41449,42601
25025,21840,33215,26676,34476,42601
26676,21840,34476,25025,33215,42601
40920,6601,41449,9840,11849,42601
17472,30096,34800,24640,38896,42640
24640,30096,38896,17472,34800,42640
17920,33600,38080,19800,39000,42920
19800,33600,39000,17920,38080,42920
18304,21840,28496,32130,38850,42946
32130,21840,38850,18304,28496,42946
25389,19552,32045,28764,34780,43061
28764,19552,34780,25389,32045,43061
4095,4752,6273,42636,42900,43095
10296,19305,21879,37128,41847,43095
10296,17472,20280,38025,41847,43095
37128,19305,41847,10296,21879,43095
38025,17472,41847,10296,20280,43095
42636,4752,42900,4095,6273,43095
9486,6448,11470,41664,42160,43214
41664,6448,42160,9486,11470,43214
12880,6660,14500,40800,41340,43300
40800,6660,41340,12880,14500,43300
24440,5499,25051,35532,35955,43475
35532,5499,35955,24440,25051,43475
9240,39897,40953,15004,42625,43615
15004,39897,42625,9240,40953,43615
9639,6552,11655,42336,42840,43911
42336,6552,42840,9639,11655,43911
18368,34440,39032,20295,39975,43993
20295,34440,39975,18368,39032,43993
10560,19800,22440,38080,42920,44200
10560,17920,20800,39000,42920,44200
23040,15456,27744,34408,37720,44200
34408,15456,37720,23040,27744,44200
38080,19800,42920,10560,22440,44200
39000,17920,42920,10560,20800,44200
24960,5616,25584,36288,36720,44400
36288,5616,36720,24960,25584,44400
22750,26400,34850,27720,38280,44530
27720,26400,38280,22750,34850,44530
9792,6656,11840,43008,43520,44608
43008,6656,43520,9792,11840,44608
7215,16352,17873,41064,44200,44785
41064,16352,44200,7215,17873,44785
18816,35280,39984,20790,40950,45066
20790,35280,40950,18816,39984,45066
18228,12496,22100,39360,41296,45140
39360,12496,41296,18228,22100,45140
4305,29260,29575,34320,45100,45305
6929,9828,12025,43680,44772,45305
7820,9135,12025,43680,44625,45305
9945,6760,12025,43680,44200,45305
10824,20295,23001,39032,43993,45305
10824,18368,21320,39975,43993,45305
18564,31977,36975,26180,41327,45305
18564,23023,29575,34320,41327,45305
26180,31977,41327,18564,36975,45305
26180,11760,28700,35055,36975,45305
29393,3276,29575,34320,34476,45305
34320,29260,45100,4305,29575,45305
34320,23023,41327,18564,29575,45305
34320,3276,34476,29393,29575,45305
35055,11760,36975,26180,28700,45305
39032,20295,43993,10824,23001,45305
39975,18368,43993,10824,21320,45305
43680,9828,44772,6929,12025,45305
43680,9135,44625,7820,12025,45305
43680,6760,44200,9945,12025,45305
25480,5733,26117,37044,37485,45325
37044,5733,37485,25480,26117,45325
13524,6993,15225,42840,43407,45465
42840,6993,43407,13524,15225,45465
9990,36288,37638,25584,44400,45510
25584,36288,44400,9990,37638,45510
26950,23520,35770,28728,37128,45878
28728,23520,37128,26950,35770,45878
14651,21840,26299,37620,43500,45901
37620,21840,43500,14651,26299,45901
9009,18480,20559,41140,45100,45991
41140,18480,45100,9009,20559,45991
10098,6864,12210,44352,44880,46002
44352,6864,44880,10098,12210,46002
19264,36120,40936,21285,41925,46139
21285,36120,41925,19264,40936,46139
26000,5850,26650,37800,38250,46250
37800,5850,38250,26000,26650,46250
11088,20790,23562,39984,45066,46410
11088,18816,21840,40950,45066,46410
39984,20790,45066,11088,23562,46410
40950,18816,45066,11088,21840,46410
5148,4389,6765,45980,46189,46475
45980,4389,46189,5148,6765,46475
3007,4224,5185,46368,46560,46657
46368,4224,46560,3007,5185,46657
10251,6968,12395,45024,45560,46699
45024,6968,45560,10251,12395,46699
6048,19964,20860,41952,46460,46852
41952,19964,46460,6048,20860,46852
5856,44460,44844,14175,46665,47031
14175,44460,46665,5856,44844,47031
7215,26208,27183,38556,46620,47175
26520,5967,27183,38556,39015,47175
38556,26208,46620,7215,27183,47175
38556,5967,39015,26520,27183,47175
19712,36960,41888,21780,42900,47212
21780,36960,42900,19712,41888,47212
10404,7072,12580,45696,46240,47396
26404,16128,30940,35904,39360,47396
35904,16128,39360,26404,30940,47396
45696,7072,46240,10404,12580,47396
11352,21285,24123,40936,46139,47515
11352,19264,22360,41925,46139,47515
40936,21285,46139,11352,24123,47515
41925,19264,46139,11352,22360,47515
10080,43524,44676,16368,46500,47580
16368,43524,46500,10080,44676,47580
14168,7326,15950,44880,45474,47630
44880,7326,45474,14168,15950,47630
19656,33858,39150,27720,43758,47970
27720,33858,43758,19656,39150,47970
27232,13440,30368,37224,39576,48040
37224,13440,39576,27232,30368,48040
10557,7176,12765,46368,46920,48093
46368,7176,46920,10557,12765,48093
27040,6084,27716,39312,39780,48100
39312,6084,39780,27040,27716,48100
20160,37800,42840,22275,43875,48285
22275,37800,43875,20160,42840,48285
19635,32680,38125,29760,44200,48365
29760,32680,44200,19635,38125,48365
28215,24624,37449,30660,39324,48399
28215,23100,36465,31824,39324,48399
30660,24624,39324,28215,37449,48399
31824,23100,39324,28215,36465,48399
8745,45936,46761,12852,47700,48495
12852,45936,47700,8745,46761,48495
11616,21780,24684,41888,47212,48620
11616,19712,22880,42900,47212,48620
41888,21780,47212,11616,24684,48620
42900,19712,47212,11616,22880,48620
7462,10584,12950,47040,48216,48790
10710,7280,12950,47040,47600,48790
19992,24794,31850,36960,44506,48790
31654,3528,31850,36960,37128,48790
36960,24794,44506,19992,31850,48790
36960,3528,37128,31654,31850,48790
47040,10584,48216,7462,12950,48790
47040,7280,47600,10710,12950,48790
12740,21945,25375,41760,47175,48865
41760,21945,47175,12740,25375,48865
25025,29040,38335,30492,42108,48983
30492,29040,42108,25025,38335,48983
19096,19872,27560,40545,45153,49025
27560,6201,28249,40068,40545,49025
40068,6201,40545,27560,28249,49025
40545,19872,45153,19096,27560,49025
28875,25200,38325,30780,39780,49155
30780,25200,39780,28875,38325,49155
15680,19152,24752,42636,46740,49300
42636,19152,46740,15680,24752,49300
20608,38640,43792,22770,44850,49358
22770,38640,44850,20608,43792,49358
10863,7384,13135,47712,48280,49487
47712,7384,48280,10863,13135,49487
2499,8932,9275,48720,49532,49595
48720,8932,49532,2499,9275,49595
11880,22275,25245,42840,48285,49725
11880,20160,23400,43875,48285,49725
25920,17388,31212,38709,42435,49725
38709,17388,42435,25920,31212,49725
42840,22275,48285,11880,25245,49725
43875,20160,48285,11880,23400,49725
14812,7659,16675,46920,47541,49795
46920,7659,47541,14812,16675,49795
28080,6318,28782,40824,41310,49950
40824,6318,41310,28080,28782,49950
13860,28025,31265,39000,48025,49985
39000,28025,48025,13860,31265,49985
9828,20160,22428,44880,49200,50172
44880,20160,49200,9828,22428,50172
11016,7488,13320,48384,48960,50184
48384,7488,48960,11016,13320,50184
21056,39480,44744,23265,45825,50431
23265,39480,45825,21056,44744,50431
20748,35739,41325,29260,46189,50635
29260,35739,46189,20748,41325,50635
26928,32130,41922,28496,42946,50690
26928,18304,32560,38850,42946,50690
28496,32130,42946,26928,41922,50690
38850,18304,42946,26928,32560,50690
5616,4788,7380,50160,50388,50700
50160,4788,50388,5616,7380,50700
5850,43680,44070,25256,50456,50794
25256,43680,50456,5850,44070,50794
12144,22770,25806,43792,49358,50830
12144,20608,23920,44850,49358,50830
43792,22770,49358,12144,25806,50830
44850,20608,49358,12144,23920,50830
28600,6435,29315,41580,42075,50875
41580,6435,42075,28600,29315,50875
11169,7592,13505,49056,49640,50881
49056,7592,49640,11169,13505,50881
27776,24480,37024,35343,42993,51185
35343,24480,42993,27776,37024,51185
21504,40320,45696,23760,46800,51504
23760,40320,46800,21504,45696,51504
10920,47151,48399,17732,50375,51545
17732,47151,50375,10920,48399,51545
11322,7696,13690,49728,50320,51578
49728,7696,50320,11322,13690,51578
29120,6552,29848,42336,42840,51800
42336,6552,42840,29120,29848,51800
29946,2728,30070,42240,42328,51850
42240,2728,42328,29946,30070,51850
12408,23265,26367,44744,50431,51935
12408,21056,24440,45825,50431,51935
44744,23265,50431,12408,26367,51935
45825,21056,50431,12408,24440,51935
15456,7992,17400,48960,49608,51960
48960,7992,49608,15456,17400,51960
7995,11340,13875,50400,51660,52275
10701,8832,13875,50400,51168,52275
11475,7800,13875,50400,51000,52275
21420,26565,34125,39600,47685,52275
33915,3780,34125,39600,39780,52275
39600,26565,47685,21420,34125,52275
39600,3780,39780,33915,34125,52275
50400,11340,51660,7995,13875,52275
50400,8832,51168,10701,13875,52275
50400,7800,51000,11475,13875,52275
30800,26880,40880,32832,42432,52432
32832,26880,42432,30800,40880,52432
21952,41160,46648,24255,47775,52577
24255,41160,47775,21952,46648,52577
29640,6669,30381,43092,43605,52725
43092,6669,43605,29640,30381,52725
11628,7904,14060,51072,51680,52972
51072,7904,51680,11628,14060,52972
12672,23760,26928,45696,51504,53040
12672,21504,24960,46800,51504,53040
45696,23760,51504,12672,26928,53040
46800,21504,51504,12672,24960,53040
11655,42336,43911,29848,51800,53095
29848,42336,51800,11655,43911,53095
22011,17748,28275,45136,48500,53261
45136,17748,48500,22011,28275,53261
5904,40128,40560,34580,52972,53300
21840,37620,43500,30800,48620,53300
21840,25344,33456,41492,48620,53300
30800,37620,48620,21840,43500,53300
34580,40128,52972,5904,40560,53300
41492,25344,48620,21840,33456,53300
27300,31680,41820,33264,45936,53436
33264,31680,45936,27300,41820,53436
22400,42000,47600,24750,48750,53650
24750,42000,48750,22400,47600,53650
30160,27072,40528,35154,44370,53650
30160,6786,30914,43848,44370,53650
35154,27072,44370,30160,40528,53650
43848,6786,44370,30160,30914,53650
11781,8008,14245,51744,52360,53669
51744,8008,52360,11781,14245,53669
30636,15120,34164,41877,44523,54045
41877,15120,44523,30636,34164,54045
16100,8325,18125,51000,51675,54125
51000,8325,51675,16100,18125,54125
12936,24255,27489,46648,52577,54145
12936,21952,25480,47775,52577,54145
46648,24255,52577,12936,27489,54145
47775,21952,52577,12936,25480,54145
10647,21840,24297,48620,53300,54353
48620,21840,53300,10647,24297,54353
5166,35112,35490,41184,54120,54366
9384,10962,14430,52416,53550,54366
11934,8112,14430,52416,53040,54366
31416,14112,34440,42066,44370,54366
41184,35112,54120,5166,35490,54366
42066,14112,44370,31416,34440,54366
52416,10962,53550,9384,14430,54366
52416,8112,53040,11934,14430,54366
30680,6903,31447,44604,45135,54575
44604,6903,45135,30680,31447,54575
22848,42840,48552,25245,49725,54723
22848,11880,25752,48285,49725,54723
25245,42840,49725,22848,48552,54723
48285,11880,49725,22848,25752,54723
21879,44880,49929,22428,50172,54735
21879,9828,23985,49200,50172,54735
22428,44880,50172,21879,49929,54735
49200,9828,50172,21879,23985,54735
6084,5187,7995,54340,54587,54925
54340,5187,54587,6084,7995,54925
12087,8216,14615,53088,53720,55063
53088,8216,53720,12087,14615,55063
13200,24750,28050,47600,53650,55250
13200,22400,26000,48750,53650,55250
28800,19320,34680,43010,47150,55250
43010,19320,47150,28800,34680,55250
47600,24750,53650,13200,28050,55250
48750,22400,53650,13200,26000,55250
31200,7020,31980,45360,45900,55500
45360,7020,45900,31200,31980,55500
11760,50778,52122,19096,54250,55510
19096,50778,54250,11760,52122,55510
32725,28560,43435,34884,45084,55709
34884,28560,45084,32725,43435,55709
8528,12096,14800,53760,55104,55760
12240,8320,14800,53760,54400,55760
22848,28336,36400,42240,50864,55760
36176,4032,36400,42240,42432,55760
42240,28336,50864,22848,36400,55760
42240,4032,42432,36176,36400,55760
53760,12096,55104,8528,14800,55760
53760,8320,54400,12240,14800,55760
23296,43680,49504,25740,50700,55796
25740,43680,50700,23296,49504,55796
22932,39501,45675,32340,51051,55965
32340,39501,51051,22932,45675,55965
16744,8658,18850,53040,53742,56290
53040,8658,53742,16744,18850,56290
13464,25245,28611,48552,54723,56355
13464,22848,26520,49725,54723,56355
29376,36432,46800,31395,48093,56355
31395,36432,48093,29376,46800,56355
48552,25245,54723,13464,28611,56355
49725,22848,54723,13464,26520,56355
22785,15620,27625,49200,51620,56425
31720,7137,32513,46116,46665,56425
46116,7137,46665,31720,32513,56425
49200,15620,51620,22785,27625,56425
12393,8424,14985,54432,55080,56457
54432,8424,55080,12393,14985,56457
2856,10208,10600,55680,56608,56680
55680,10208,56608,2856,10600,56680
23744,44520,50456,26235,51675,56869
26235,44520,51675,23744,50456,56869
12546,8528,15170,55104,55760,57154
55104,8528,55760,12546,15170,57154
32240,7254,33046,46872,47430,57350
46872,7254,47430,32240,33046,57350
5460,6336,8364,56848,57200,57460
13728,25740,29172,49504,55796,57460
13728,23296,27040,50700,55796,57460
49504,25740,55796,13728,29172,57460
50700,23296,55796,13728,27040,57460
56848,6336,57200,5460,8364,57460
12699,8632,15355,55776,56440,57851
55776,8632,56440,12699,15355,57851
29575,34320,45305,36036,49764,57889
36036,34320,49764,29575,45305,57889
24192,45360,51408,26730,52650,57942
26730,45360,52650,24192,51408,57942
9120,42840,43800,37961,57239,57961
37961,42840,57239,9120,43800,57961
23562,39216,45750,35712,53040,58038
35712,39216,53040,23562,45750,58038
32760,7371,33579,47628,48195,58275
47628,7371,48195,32760,33579,58275
17388,8991,19575,55080,55809,58455
55080,8991,55809,17388,19575,58455
20468,49749,53795,22968,54795,58493
22968,49749,54795,20468,53795,58493
11466,23520,26166,52360,57400,58534
52360,23520,57400,11466,26166,58534
12852,8736,15540,56448,57120,58548
56448,8736,57120,12852,15540,58548
7560,24955,26075,52440,58075,58565
13992,26235,29733,50456,56869,58565
13992,23744,27560,51675,56869,58565
50456,26235,56869,13992,29733,58565
51675,23744,56869,13992,27560,58565
52440,24955,58075,7560,26075,58565
24024,41382,47850,33880,53482,58630
33880,41382,53482,24024,47850,58630
15288,26334,30450,50112,56610,58638
50112,26334,56610,15288,30450,58638
34650,30240,45990,36936,47736,58986
36936,30240,47736,34650,45990,58986
24640,46200,52360,27225,53625,59015
27225,46200,53625,24640,52360,59015
6552,5586,8610,58520,58786,59150
58520,5586,58786,6552,8610,59150
33280,7488,34112,48384,48960,59200
48384,7488,48960,33280,34112,59200
9061,12852,15725,57120,58548,59245
13005,8840,15725,57120,57800,59245
24276,30107,38675,44880,54043,59245
33005,20160,38675,44880,49200,59245
38437,4284,38675,44880,45084,59245
44880,30107,54043,24276,38675,59245
44880,20160,49200,33005,38675,59245
44880,4284,45084,38437,38675,59245
57120,12852,58548,9061,15725,59245
57120,8840,57800,13005,15725,59245
24360,17248,29848,51414,54230,59450
51414,17248,54230,24360,29848,59450
12600,54405,55845,20460,58125,59475
20460,54405,58125,12600,55845,59475
14256,26730,30294,51408,57942,59670
14256,24192,28080,52650,57942,59670
51408,26730,57942,14256,30294,59670
52650,24192,57942,14256,28080,59670
13158,8944,15910,57792,58480,59942
57792,8944,58480,13158,15910,59942
16632,33630,37518,46800,57630,59982
46800,33630,57630,16632,37518,59982
34040,16800,37960,46530,49470,60050
46530,16800,49470,34040,37960,60050
25088,47040,53312,27720,54600,60088
27720,47040,54600,25088,53312,60088
33800,7605,34645,49140,49725,60125
38272,8004,39100,45675,46371,60125
45675,8004,46371,38272,39100,60125
49140,7605,49725,33800,34645,60125
18032,9324,20300,57120,57876,60620
57120,9324,57876,18032,20300,60620
13311,9048,16095,58464,59160,60639
28665,33264,43911,41820,53436,60639
28665,27300,39585,45936,53436,60639
41820,33264,53436,28665,43911,60639
45936,27300,53436,28665,39585,60639
58464,9048,59160,13311,16095,60639
13320,48384,50184,34112,59200,60680
34112,48384,59200,13320,50184,60680
14520,27225,30855,52360,59015,60775
14520,24640,28600,53625,59015,60775
31680,21252,38148,47311,51865,60775
47311,21252,51865,31680,38148,60775
